Tweet,Student,"Sentiment (positive, negative, or Neutral)"
can't wait for winter break because cancun. the only downside is having to be at home for three days first.,Trinity Lin,positive
rt AT_USER don't mind me. i'm just bulking up for winter.,Trinity Lin,neutral
rt pugliafashion: rt jeanculture: URL caped crusaders 2015-2016 fall autumn winter womens tre\u2026 URL,Trinity Lin,neutral
rt AT_USER amazing winter outfits \ud83d\udc95 URL,Trinity Lin,positive
rt AT_USER when you spill a full glass of ice cold water on yourself in the winter and it's no ones fault but alyssa's,Trinity Lin,negative
"sierra storm bringing snow, 60 mph winds, power outages - lake tahoe is under a winter storm warning and thousa... URL",Trinity Lin,negative
"rt AT_USER holby city, winter in holby city is heating up... URL",Trinity Lin,neutral
cute cute sweater girls short sweater jacket womens winter winter loose 2015: cute cute sweater girls short sw... URL,Trinity Lin,neutral
edmonton winter bucket list: take part in yegsnowfight an epic snow fight. details: URL yeg URL,Trinity Lin,positive
winter sleepover ideas!: URL via AT_USER,Trinity Lin,neutral
my school is having a winter dance and i almost want to go just to see how disgusting it can be,Trinity Lin,negative
autumn/winter nails! URL AT_USER AT_USER AT_USER URL,Trinity Lin,neutral
"rt AT_USER if winter comes, can spring be far behind?",Trinity Lin,neutral
winter weather advisory issued november 24 at 12:07pm akst until november 25 at 3:00pm akst by nws: ...winter ... URL,Trinity Lin,neutral
rt AT_USER why wrap up for winter when you could make yourself so anxious regarding university that your increasing body temp from str\u2026,Trinity Lin,negative
winter is coming! fine merino scarf handmade wool blue etsymntt etsysocial see it at\u2026 URL URL,Trinity Lin,neutral
"my mom gonna ask me \"" why you brought your suitcase? you not on winter break felicia\"" \ud83d\ude12 okay and?",Trinity Lin,neutral
it feels like winter already happened and that its now spring &amp; all the snows melting,Trinity Lin,positive
"AT_USER i'll be all over the place for winter break, but for the most part i'm not staying here lol",Trinity Lin,neutral
rt AT_USER 2 days till thanksgiving 7 days till december starts 25 days till winter break 31 days till christmas 38 days till new\u2026,Trinity Lin,neutral
-it's gwtting round winter time again \ud83d\udc40\ud83d\udd2b URL,Trinity Lin,neutral
"we've updated our website with winter programs, check out our upcoming events, classes and trips. register early URL",Vikram Rajagopalan,neutral
rt AT_USER only reason i love winter is bc vanilla bean noel comes out from bath and body works,Vikram Rajagopalan,positive
winter heat prototype URL retrogaming hotss who knows the differences with the final releas\u2026 URL,Vikram Rajagopalan,neutral
not but in the meantime i have a giveaway. URL,Vikram Rajagopalan,neutral
"give the drumma some, i already give the summer some, it's the winter turn !!!",Vikram Rajagopalan,neutral
wrap up warm this winter with a winter hat from patzhatz URL URL,Vikram Rajagopalan,neutral
rt AT_USER want the perfect red lipstick this winter? find your shade now!URL beautyblogger makeupaddict htt\u2026,Vikram Rajagopalan,positive
how to make the most of your garden before winter sets in \u2013 URL URL,Vikram Rajagopalan,neutral
"rt AT_USER this block has many exterior scenes, meaning when you see episodes 917/918 in march you can relive a good old fashioned\u2026",Vikram Rajagopalan,neutral
rt AT_USER please welcome to the stage winter storm cara: URL,Vikram Rajagopalan,positive
"AT_USER AT_USER i've never read a full book in english \ud83d\ude48 thatswhyimthisbad mine will probably be \""winds of winter\"" \ud83d\ude31",Vikram Rajagopalan,neutral
check out handmade custom paper quilling embellished picture frame fall winter home decor URL via AT_USER,Vikram Rajagopalan,neutral
with winter comes the need for winterboots and shoes -at payless shoesource they have seasonal sales and lots... URL,Vikram Rajagopalan,neutral
larubiayouwant: rt vegas2lamag: look of the day! tuesday glamour! fashion winter style stylist lookoftheday \u2026 URL,Vikram Rajagopalan,positive
make beats and play cod is what it is no winter booty but i did chop some ting on the train got digits but its all long talking s***,Vikram Rajagopalan,neutral
rt AT_USER -winter is coming. -morning are rasquing. -mocos are falling. -grajos are saying may day.,Vikram Rajagopalan,positive
"started watching the west wing, just found out there's 7 seasons, winter sorted, life made. netflix westwing",Vikram Rajagopalan,positive
roads were icy &amp; car park snowed in. glad we had a AT_USER winter AT_USER to get us here. explorebc golivemodo URL,Vikram Rajagopalan,negative
rt AT_USER i'm ready for winter break .,Vikram Rajagopalan,positive
rt AT_USER i love winter clothes ^o^,Vikram Rajagopalan,positive
rt AT_USER \u2728 sending these sticker packs to the printers tonight! which team are you on? :d \u2744 URL \u2744 URL,Vikram Rajagopalan,positive
"snow tires are mounted. you may now commence winter, vancouver.",Vikram Rajagopalan,positive
winter wonderland opens dec. 4 at jacksonville's old spanish\u00a0trail URL,Vikram Rajagopalan,positive
rt AT_USER winter: where 7pm feels like 2am,Vikram Rajagopalan,negative
this is going to be me on winter break. URL,Vikram Rajagopalan,neutral
abigail brightened up her guest's hair to prepare her for the cold winter days ahead! URL,Vikram Rajagopalan,positive
heating system safety tips will help you &amp; your families stay safe this fall and winter season. visit URL,Vikram Rajagopalan,neutral
rt AT_USER AT_USER this you everyday \ud83d\ude02 URL,Vikram Rajagopalan,negative
rt AT_USER some great blogs for winter night reading! URL featuring AT_USER AT_USER &amp; many more! http\u2026,Vikram Rajagopalan,negative
AT_USER sweet!too bad public doesnt lobby 4 homeless sleeping on streets during winter months!but!cdn &amp;usa taking in thousrefugees!,Vikram Rajagopalan,negative
"rt AT_USER after winterfestcle sat., hit winter wine&amp;ale fest with beers and wines, food and music at 925 euclid. benefits AT_USER",Vikram Rajagopalan,positive
winter wonderland actually makes me so happy \u263a\ufe0f\u2603\ud83c\udfa0\u26f8\u2728,Vikram Rajagopalan,positive
"rt lyfttaxi get $20 off your lyft ride w\\ promo code \""aris938912\"" winter coupon lyft 306",Vikram Rajagopalan,neutral
check out knitted ladies casual turtleneck and o-neck plus size plus size winter dresses other URL via AT_USER,Vikram Rajagopalan,neutral
"lil bro AT_USER new blk/blk [nothing] cap ting for winter on road, cop it! URL URL",Vikram Rajagopalan,neutral
rt AT_USER updates on AT_USER players hs/ms seasons &amp; in AT_USER winter league &amp; more at URL https\u2026,Vikram Rajagopalan,neutral
got some early snow this year. last year was pretty disappointing. snow hamburg winter \u2026 URL URL,Vikram Rajagopalan,positive
rt AT_USER chocolate winter sprinkled with little bits of joy. peppermintmocha viainstant URL,Vikram Rajagopalan,positive
AT_USER if only vixx had comebacks during winter/summer break *sighs* this wouldn't have been happening right now. it's getting all messy,Vikram Rajagopalan,positive
nature#sunset#sun#sky#winter#autuman#instacool#red#black#blue#instagood#me#photo#picoftheday#iphon#in\u2026 URL,Vikram Rajagopalan,positive
AT_USER i always forget how cold it gets. the misery of working at home during winter. 4 days in this year &amp; i've had enough.,Vikram Rajagopalan,negative
"rt AT_USER leigh lights friday.. look out for our stall serving chilli, curry, soup, mulled wine, hot winter berry cider &amp; cakes al\u2026",Vikram Rajagopalan,positive
"namie amuro provides theme song for \""one piece\"" winter tv special\"" URL anime onepiece feedly",Vikram Rajagopalan,neutral
\u2714\u00a4 qupid faux leather stiletto black winter fur boots true to fit size 5.5 URL URL,Vikram Rajagopalan,neutral
"i checked on an elderly friend this evening,his flat is warm,thicker curtains put up for him,food in fridge.will you do the same? winter",Vikram Rajagopalan,neutral
"2/5-7: columbus, oh - winter wickedness 2016 AT_USER bdsmevents URL",Vikram Rajagopalan,negative
AT_USER that cold handgun's hot charged pop in the death cold winter in a hard harsh silent wood,Vikram Rajagopalan,negative
researchers will test spacecraft piloting skills during the long antarctic winter URL URL,Vikram Rajagopalan,neutral
winter storm watch for beaver county in ok until 12:00pm saturday. URL,Vikram Rajagopalan,neutral
anthony farnell\u2019s winter forecast: we could see record warm start across canada URL,Vikram Rajagopalan,neutral
exactly! i am on a chocolate diet. who wants to join me? \ud83d\ude02 diet chocolatediet winter URL,Zachary Zasuwa,neutral
rt AT_USER \ud83d\udcf9 a photoshoot preview bts with AT_USER and AT_USER winter URL,Zachary Zasuwa,neutral
AT_USER thanks hun! yeah it seems to be growing fast now it's winter! x,Zachary Zasuwa,positive
a winter wonderland shot of the snow this morning. enjoy! URL,Zachary Zasuwa,neutral
"rt AT_USER AT_USER loved landscapes, that's what we like AT_USER via the winter vault by anne michaels dmlandscape URL",Zachary Zasuwa,positive
i have my winter layout ready ! i cant wait to use it \ud83c\udf1a mtvstars one direction URL,Zachary Zasuwa,positive
[saline] winter storm watch issued november 24 at 3:09pm cst until november 27 at 12:00am cst by nws URL nez078,Zachary Zasuwa,neutral
rt AT_USER exclusive new character posters from the huntsman winter\u2019s war. thehuntsman URL,Zachary Zasuwa,neutral
rt AT_USER confident marty walsh shows off boston's new snow blowers \u2014 AT_USER reports: URL bospoli URL,Zachary Zasuwa,neutral
rt AT_USER don't forget to sign up for AT_USER winter camps in late december! visit URL for this great opportun\u2026,Zachary Zasuwa,neutral
has turkey learned nothing from history? are they trying to start a war? with russia? in the winter? URL,Zachary Zasuwa,neutral
i suddenly dont feel like changing my layout into a winter-themed bec this one fits nicely t_t URL,Zachary Zasuwa,neutral
"if you're heading west in ks on thursday, AT_USER issued winter weather advisory: URL map: URL",Zachary Zasuwa,neutral
our thoughts are with the family who lost 3 children to a house fire. please click this link for winter safety tips. URL,Zachary Zasuwa,positive
10 cool ways to beat the winter blues URL,Zachary Zasuwa,neutral
winter is a-comin'! touch screen gloves do cold texting right: URL URL,Zachary Zasuwa,neutral
how to respond to your friends\u2019 winter excuses URL URL,Zachary Zasuwa,neutral
rt AT_USER winter storm watch in effect for much of the area on thanksgiving (incl omaha!). read the important details here: https:\u2026,Zachary Zasuwa,neutral
it's time that season to fall back and stack s/o all my hustler grinding this winter 2015 \ud83d\ude02\ud83d\ude02,Zachary Zasuwa,neutral
rt AT_USER excitedly entranced by the whispers of winter. URL,Zachary Zasuwa,positive
women's winter hat cranberry slouch baggy by sweetnessinsmyrna URL via AT_USER,Zachary Zasuwa,neutral
\ud83d\ude02\ud83d\ude02\ud83d\ude02rt AT_USER winter is not coming: i have never been dead: i am a journalist: i am alarmed that my namesake has me trending!,Zachary Zasuwa,negative
rt AT_USER a cool snowshower shot from shrick app user AT_USER download now! snowmobile winter sledding gopro URL,Zachary Zasuwa,neutral
rt AT_USER golf season's over... which means the winter bags league season is here! create a team of up to five members and... http\u2026,Zachary Zasuwa,positive
after a brief break wip are back in action with a busy calendar for the winter season. we have some seriously... URL,Zachary Zasuwa,neutral
the winter of discontent is upon us. all of our films are now 99 cents for the rest of the year. check it out at URL,Zachary Zasuwa,negative
ann taylor top 50% off retail! risdarling fashion tradesy goals minimalist treatyoself winter christmas URL,Zachary Zasuwa,neutral
AT_USER summer or winter? ollyandchill,Zachary Zasuwa,neutral
another great review on trip advisor. the winter veg soup really was a sell out. don't miss this week's soup... URL,Zachary Zasuwa,positive
"byz continues winter weather advisory valid at nov 24, 11:00 pm mst for northern big horn, southern big horn, southern rosebud [mt] and nor\u2026",Zachary Zasuwa,neutral
